图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音
VE05000098,举、运动,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE05000098,举、运动,1343T0501VE05000098VE01207,运动,,,1,5,1,运动,"['yun', 'dong']"
VE05000098,举、运动,1346T0502VE05000098VE01207,运动,,,,5,1,运动,"['yun', 'dong']"
VE05000098,举、运动,1618277350113T0501VE05000098VE012071618277497434,他在运动,,,,5,1,它在运动,"['ta', 'zai', 'yun', 'dong']"
VE05000098,举、运动,1618294378869T0502VE05000098VE012071618294592150,他在锻炼,,,,5,1,他在锻炼,"['ta', 'zai', 'duan', 'lian']"
VE05000098,举、运动,1618297471484T0502VE05000098VE012071618297719263,嗯他在运动,,,,5,1,嗯他在运动,"['en', 'ta', 'zai', 'yun', 'dong']"
VE05000098,举、运动,1618298013833T0501VE05000098VE012071618298146656,嗯他在做运动,,,1,3,1,嗯还有个,"['en', 'huan', 'you', 'ge']"
VE05000098,举、运动,1618450419482T0502VE05000098VE012071618450628952,在做易动,,,,2,1,再做一道,"['zai', 'zuo', 'yi', 'dao']"
VE05000098,举、运动,1618451101330T0501VE05000098VE012071618451220900,训练呀,,,,2,1,训练呀,"['xun', 'lian', 'ya']"
VE05000098,举、运动,1618454475187T0501VE05000098VE012071618454583981,在,,,1,5,1,在,['zai']
VE05000099,放大镜,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE05000099,放大镜,1340T0503VE05000099VE00138,放大镜,,,1,5,1,放大镜,"['fang', 'da', 'jing']"
VE05000099,放大镜,1346T0502VE05000099VE00138,放大镜,,,,5,1,放大镜,"['fang', 'da', 'jing']"
VE05000099,放大镜,1618283377735T0503VE05000099VE001381618283629731,放大镜,,,,5,1,放大镜,"['fang', 'da', 'jing']"
VE05000099,放大镜,1618294378869T0502VE05000099VE001381618294584520,放大镜,,,,5,1,放大镜,"['fang', 'da', 'jing']"
VE05000099,放大镜,1618297471484T0502VE05000099VE001381618297708562,/,,,1,0,0,五,['wu']
VE05000099,放大镜,1618298310027T0503VE05000099VE001381618298487445,望远镜,,,1,5,0,望远镜,"['wang', 'yuan', 'jing']"
VE05000099,放大镜,1618450419482T0502VE05000099VE001381618450619207,这个是画大计,,,,2,1,这个是花大气,"['zhe', 'ge', 'shi', 'hua', 'da', 'qi']"
VE05000099,放大镜,1618450727708T0503VE05000099VE001381618450905901,mianmian,1,,,1,0,嗯明白,"['en', 'ming', 'bai']"
VE05000099,放大镜,1618454164862T0503VE05000099VE001381618454321317,/,,,1,0,0,,['']
VE05000100,输,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE05000100,输,1343T0501VE05000100VE01277,输啦,,,1,5,1,输了,"['shu', 'le']"
VE05000100,输,1346T0502VE05000100VE01277,输啦,,,1,5,1,输了,"['shu', 'le']"
VE05000100,输,1618277350113T0501VE05000100VE012771618277515724,嗯那个输了,,,,5,1,嗯那个输了,"['en', 'na', 'ge', 'shu', 'le']"
VE05000100,输,1618294378869T0502VE05000100VE012771618294607937,输了,,,,5,1,输了,"['shu', 'le']"
VE05000100,输,1618297471484T0502VE05000100VE012771618297735483,苏啦,,,1,3,1,输了,"['shu', 'le']"
VE05000100,输,1618298013833T0501VE05000100VE012771618298166048,额是男生,,,1,3,0,是男生,"['shi', 'nan', 'sheng']"
VE05000100,输,1618450419482T0502VE05000100VE012771618450642937,那个小朋友苏哇,,,1,3,1,好的那个，小朋友说啊,"['hao', 'de', 'na', 'ge', 'xiao', 'peng', 'you', 'shuo', 'a']"
VE05000100,输,1618451101330T0501VE05000100VE012771618451234337,赢勒,,,,3,0,嗯回答非常好，有多少时间,"['en', 'hui', 'da', 'fei', 'chang', 'hao', 'you', 'duo', 'shao', 'shi', 'jian']"
VE05000100,输,1618454475187T0501VE05000100VE012771618454607973,输啦,,,,5,1,吃了,"['chi', 'le']"
VE05000101,麻雀、鸟,------------------------------------------------,,--------,--------------,------------,------------,----------,---------------------,
VE05000101,麻雀、鸟,1342T0601VE05000101VE00595,扭,,,1,2,0,也有,"['ye', 'you']"
VE05000101,麻雀、鸟,1348T0601VE05000101VE00595,小鸟,,,1,5,1,小鸟,"['xiao', 'niao']"
VE05000101,麻雀、鸟,1618190311406T0601VE05000101VE005951618190717291,/,,,,0,0,,['']
VE05000101,麻雀、鸟,1618194328063T0601VE05000101VE005951618194560086,yao,1,,1,2,0,然后,"['ran', 'hou']"
VE05000101,麻雀、鸟,1618275375251T0505VE05000101VE005951618275609161,雀,,,,5,1,却,['que']
VE05000101,麻雀、鸟,1618276501878T0601VE05000101VE005951618276895362,麻雀,,,1,5,1,麻雀,"['ma', 'que']"
VE05000101,麻雀、鸟,1618276804004T0404VE05000101VE005951618277093558,袄,,,,0,,好,['hao']
VE05000101,麻雀、鸟,1618279332680T0601VE05000101VE005951618279611479,小鸟,,,1,5,1,小鸟,"['xiao', 'niao']"
VE05000101,麻雀、鸟,1618285767289T0404VE05000101VE005951618286022570,鸟,,,,5,1,有,['you']
VE05000101,麻雀、鸟,1618295835309T0404VE05000101VE005951618296075556,/,,,1,0,0,嗯,['en']
VE05000101,麻雀、鸟,1618296468087T0505VE05000101VE005951618296755613,芝士小鸟,,,1,3,1,只是小鸟,"['zhi', 'shi', 'xiao', 'niao']"
VE05000101,麻雀、鸟,1618449720214T0601VE05000101VE005951618450006222,这个是鸟,,,,5,1,这个是鸟,"['zhe', 'ge', 'shi', 'niao']"
VE05000101,麻雀、鸟,1618452037246T0601VE05000101VE005951618452270978,这是山犬,,,,2,0,这个是山区,"['zhe', 'ge', 'shi', 'shan', 'qu']"
VE05000101,麻雀、鸟,1618453886603T0505VE05000101VE005951618454112615,这是小鸟,,,1,4,1,这是小鸟,"['zhe', 'shi', 'xiao', 'niao']"
VE05000101,麻雀、鸟,1618455059969T0601VE05000101VE005951618455304134,一个鸟,,,1,5,1,一个鸟,"['yi', 'ge', 'niao']"
VE05000101,麻雀、鸟,1618468821499T0404VE05000101VE005951618469093489,/,,,,0,0,,['']
VE05000101,麻雀、鸟,1618469889703T0404VE05000101VE005951618470125529,嗯燕子,,,1,5,0,嗯燕子,"['en', 'yan', 'zi']"
VE05000102,铁路、轨道、铁轨,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE05000102,铁路、轨道、铁轨,1341T0602VE05000102VE00658,火车的马路,,,1,4,0,我车的满意,"['wo', 'che', 'de', 'man', 'yi']"
VE05000102,铁路、轨道、铁轨,1343T0501VE05000102VE00658,轨道,,,1,5,1,轨道,"['gui', 'dao']"
VE05000102,铁路、轨道、铁轨,1347T0605VE05000102VE00658,这是嗯轨道,,,1,5,1,这是你轨道,"['zhe', 'shi', 'ni', 'gui', 'dao']"
VE05000102,铁路、轨道、铁轨,1618189717760T0602VE05000102VE006581618189887857,火册套,,,1,2,0,,['']
VE05000102,铁路、轨道、铁轨,1618192048330T0605VE05000102VE006581618192206006,就轨道,,,1,3,1,这个轨道,"['zhe', 'ge', 'gui', 'dao']"
VE05000102,铁路、轨道、铁轨,1618192544946T0605VE05000102VE006581618192678487,zande,1,,1,2,0,真的,"['zhen', 'de']"
VE05000102,铁路、轨道、铁轨,1618193735771T0602VE05000102VE006581618193876358,火车的轨道,,,1,5,1,火车的轨道,"['huo', 'che', 'de', 'gui', 'dao']"
VE05000102,铁路、轨道、铁轨,1618196018573T0602VE05000102VE006581618196216233,轨道,,,,5,1,轨道,"['gui', 'dao']"
VE05000102,铁路、轨道、铁轨,1618277350113T0501VE05000102VE006581618277569570,这是铁轨,,,,5,1,就是铁轨,"['jiu', 'shi', 'tie', 'gui']"
VE05000102,铁路、轨道、铁轨,1618278205081T0605VE05000102VE006581618278346817,火车的，火车开的路,,,,5,0,火车的火车开的路,"['huo', 'che', 'de', 'huo', 'che', 'kai', 'de', 'lu']"
VE05000102,铁路、轨道、铁轨,1618278587855T0605VE05000102VE006581618278867264,火车的路,,,,5,0,火车的路,"['huo', 'che', 'de', 'lu']"
VE05000102,铁路、轨道、铁轨,1618279667480T0602VE05000102VE006581618279843854,额，火车道,,,,3,0,嗯我收到了,"['en', 'wo', 'shou', 'dao', 'le']"
VE05000102,铁路、轨道、铁轨,1618282675120T0602VE05000102VE006581618282831008,/,,,,0,0,,['']
VE05000102,铁路、轨道、铁轨,1618295228848T0605VE05000102VE006581618295455500,火车,,,,5,0,火车,"['huo', 'che']"
VE05000102,铁路、轨道、铁轨,1618298013833T0501VE05000102VE006581618298214901,是铁轨,,,,5,1,是铁轨,"['shi', 'tie', 'gui']"
VE05000102,铁路、轨道、铁轨,1618447854715T0605VE05000102VE006581618447989895,ao,1,,,2,0,那,['na']
VE05000102,铁路、轨道、铁轨,1618451101330T0501VE05000102VE006581618451283700,a是轨道,1,,,4,1,但是轨道,"['dan', 'shi', 'gui', 'dao']"
VE05000102,铁路、轨道、铁轨,1618451426336T0602VE05000102VE006581618451567275,woduizewozeduidao,1,,,2,1,我对着我自己的嘴巴,"['wo', 'dui', 'zhao', 'wo', 'zi', 'ji', 'de', 'zui', 'ba']"
VE05000102,铁路、轨道、铁轨,1618451774229T0605VE05000102VE006581618451895357,ao,1,,,2,0,,['']
VE05000102,铁路、轨道、铁轨,1618453029145T0602VE05000102VE006581618453170662,道,,,,4,0,到,['dao']
VE05000102,铁路、轨道、铁轨,1618453308633T0605VE05000102VE006581618453407711,铁轨,,,,5,1,铁轨,"['tie', 'gui']"
VE05000102,铁路、轨道、铁轨,1618453584002T0602VE05000102VE006581618453756554,这是铁轨,,,,5,1,这是铁轨,"['zhe', 'shi', 'tie', 'gui']"
VE05000102,铁路、轨道、铁轨,1618454475187T0501VE05000102VE006581618454652459,/,,,,0,0,那么一两个,"['na', 'me', 'yi', 'liang', 'ge']"
VE05000103,挖、铲,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE05000103,挖、铲,1341T0602VE05000103VE00196,他们在挖土,,,,5,1,他在挖土,"['ta', 'zai', 'wa', 'tu']"
VE05000103,挖、铲,1343T0501VE05000103VE00196,挖土,,,,5,1,挖土,"['wa', 'tu']"
VE05000103,挖、铲,1347T0605VE05000103VE00196,他在挖土,,,,5,1,他在挖土,"['ta', 'zai', 'wa', 'tu']"
VE05000103,挖、铲,1618189717760T0602VE05000103VE001961618189876483,挖土,,,,5,1,,['']
VE05000103,挖、铲,1618192048330T0605VE05000103VE001961618192195174,挖土,,,,5,1,挖土,"['wa', 'tu']"
VE05000103,挖、铲,1618192544946T0605VE05000103VE001961618192665142,他daidaidaidongzongzi,1,,,3,0,他的他的动作,"['ta', 'de', 'ta', 'de', 'dong', 'zuo']"
VE05000103,挖、铲,1618193735771T0602VE05000103VE001961618193867581,挖土,,,,5,1,挖土,"['wa', 'tu']"
VE05000103,挖、铲,1618196018573T0602VE05000103VE001961618196205631,嗯挖土,,,,5,1,嗯挖土,"['en', 'wa', 'tu']"
VE05000103,挖、铲,1618277350113T0501VE05000103VE001961618277555422,他在挖土,,,,5,1,它是在？,"['ta', 'shi', 'zai']"
VE05000103,挖、铲,1618278205081T0605VE05000103VE001961618278335729,他在种树,,,,5,0,他在种树,"['ta', 'zai', 'zhong', 'shu']"
VE05000103,挖、铲,1618278587855T0605VE05000103VE001961618278839989,哦在搞核桃,,,,5,0,再搞核桃,"['zai', 'gao', 'he', 'tao']"
VE05000103,挖、铲,1618279667480T0602VE05000103VE001961618279832698,挖土,,,,5,1,挖土啊,"['wa', 'tu', 'a']"
VE05000103,挖、铲,1618282675120T0602VE05000103VE001961618282822680,他在铲土,,,,5,1,那在铲土,"['na', 'zai', 'chan', 'tu']"
VE05000103,挖、铲,1618295228848T0605VE05000103VE001961618295440029,/,,,1,0,0,,['']
VE05000103,挖、铲,1618298013833T0501VE05000103VE001961618298201663,izuoweigewaxiao,1,,,2,0,这一个瓜,"['zhe', 'yi', 'ge', 'gua']"
VE05000103,挖、铲,1618447854715T0605VE05000103VE001961618447981614,土,,,,5,0,土,['tu']
VE05000103,挖、铲,1618451101330T0501VE05000103VE001961618451274252,挖土,,,,5,1,挖土,"['wa', 'tu']"
VE05000103,挖、铲,1618451426336T0602VE05000103VE001961618451555237,他在拉祖,,,,2,1,,['']
VE05000103,挖、铲,1618451774229T0605VE05000103VE001961618451887915,挖土,,,,4,1,巴图,"['ba', 'tu']"
VE05000103,挖、铲,1618453029145T0602VE05000103VE001961618453157452,他在刀他在用刀模东西,,,,3,0,他得到他才有到什么东西,"['ta', 'de', 'dao', 'ta', 'cai', 'you', 'dao', 'shen', 'me', 'dong', 'xi']"
VE05000103,挖、铲,1618453308633T0605VE05000103VE001961618453397391,他在挖土,,,,5,1,他在挖土,"['ta', 'zai', 'wa', 'tu']"
VE05000103,挖、铲,1618453584002T0602VE05000103VE001961618453743321,他在松土,,,,5,0,他在松土,"['ta', 'zai', 'song', 'tu']"
VE05000103,挖、铲,1618454475187T0501VE05000103VE001961618454642290,wu,,,,1,0,我,['wo']
VE05000104,锤子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE05000104,锤子,1340T0503VE05000104VE00320,锤子,,,1,5,1,锤子,"['chui', 'zi']"
VE05000104,锤子,1618275375251T0505VE05000104VE003201618275578530,/,,,1,0,0,,['']
VE05000104,锤子,1618283377735T0503VE05000104VE003201618283673057,嘻,,,,1,0,,['']
VE05000104,锤子,1618296468087T0505VE05000104VE003201618296719985,这是锤子,,,1,5,1,这是锤子,"['zhe', 'shi', 'chui', 'zi']"
VE05000104,锤子,1618298310027T0503VE05000104VE003201618298532340,这,,,1,1,0,嗯,['en']
VE05000104,锤子,1618450727708T0503VE05000104VE003201618450951374,字,,,,2,0,字,['zi']
VE05000104,锤子,1618453886603T0505VE05000104VE003201618454082073,这是锤头,,,1,5,0,这是锤头,"['zhe', 'shi', 'chui', 'tou']"
VE05000104,锤子,1618454164862T0503VE05000104VE003201618454366595,锤子,,,1,4,1,锤子,"['chui', 'zi']"
VE05000105,薄,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE05000105,薄,1343T0501VE05000105VE00065,emmmm hecu,1,,,1,0,嗯很粗,"['en', 'hen', 'cu']"
VE05000105,薄,1350T0504VE05000105VE00065,不厚,,,1,5,0,读后,"['du', 'hou']"
VE05000105,薄,1618277350113T0501VE05000105VE000651618277608055,哈吸 很细,,,1,4,0,很细很细,"['hen', 'xi', 'hen', 'xi']"
VE05000105,薄,1618283790419T0504VE05000105VE000651618283966732,那本书很薄,,,,5,1,那本书很薄,"['na', 'ben', 'shu', 'hen', 'bo']"
VE05000105,薄,1618296805874T0504VE05000105VE000651618297021512,薄,,,1,5,1,好,['hao']
VE05000105,薄,1618298013833T0501VE05000105VE000651618298259838,那本是很厚,,,1,4,0,那本是,"['na', 'ben', 'shi']"
VE05000105,薄,1618450064906T0504VE05000105VE000651618450232551,很薄,,,,5,1,一个国企很薄,"['yi', 'ge', 'guo', 'qi', 'hen', 'bo']"
VE05000105,薄,1618451101330T0501VE05000105VE000651618451335459,碗,,,,2,0,唉,['ai']
VE05000105,薄,1618454475187T0501VE05000105VE000651618454688705,哈 很薄（bo）,1,,,4,1,好很薄,"['hao', 'hen', 'bo']"
VE05000105,薄,1618455362593T0504VE05000105VE000651618455493399,很 很薄,,,1,5,1,很很薄,"['hen', 'hen', 'bo']"
VE05000106,乒乓球,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE05000106,乒乓球,1341T0602VE05000106VE01006,乒乓球,,,1,5,1,乒乓球,"['ping', 'pang', 'qiu']"
VE05000106,乒乓球,1343T0501VE05000106VE01006,乒乓愁,,,1,3,1,乒乓球,"['ping', 'pang', 'qiu']"
VE05000106,乒乓球,1344T0604VE05000106VE01006,乒乓穷,,,1,3,1,乒乓球,"['ping', 'pang', 'qiu']"
VE05000106,乒乓球,1618189717760T0602VE05000106VE010061618189836855,乒乓球 ,,,1,5,1,,['']
VE05000106,乒乓球,1618191717238T0604VE05000106VE010061618191863854,批乓球,,,1,3,1,乒乓球,"['ping', 'pang', 'qiu']"
VE05000106,乒乓球,1618193100995T0604VE05000106VE010061618193266811,球,,,1,5,0,要求,"['yao', 'qiu']"
VE05000106,乒乓球,1618193735771T0602VE05000106VE010061618193835766,乒乓球,,,1,5,1,乒乓球,"['ping', 'pang', 'qiu']"
VE05000106,乒乓球,1618196018573T0602VE05000106VE010061618196177533,乒乓球拍,,,,4,1,乒乓球拍,"['ping', 'pang', 'qiu', 'pai']"
VE05000106,乒乓球,1618275960253T0604VE05000106VE010061618276105274,/,,,1,0,0,嗯,['en']
VE05000106,乒乓球,1618277350113T0501VE05000106VE010061618277523436,这是乒乓球的,,,1,3,1,这是、乒乓球的,"['zhe', 'shi', 'ping', 'pang', 'qiu', 'de']"
VE05000106,乒乓球,1618279667480T0602VE05000106VE010061618279800387,乒乓板,,,,4,0,乒乓板,"['ping', 'pang', 'ban']"
VE05000106,乒乓球,1618280905927T0604VE05000106VE010061618281041590,这是乒乓球,,,1,5,1,这是乒乓球,"['zhe', 'shi', 'ping', 'pang', 'qiu']"
VE05000106,乒乓球,1618282136024T0604VE05000106VE010061618282279119,批啪球,,,,3,1,球,['qiu']
VE05000106,乒乓球,1618282675120T0602VE05000106VE010061618282800992,挨,,,,2,0,唉,['ai']
VE05000106,乒乓球,1618295615703T0604VE05000106VE010061618295791330,乒乓球,,,1,5,1,乒乓球,"['ping', 'pang', 'qiu']"
VE05000106,乒乓球,1618298013833T0501VE05000106VE010061618298173550,deshi tingdengqiu,,,1,2,0,但是停灯球,"['dan', 'shi', 'ting', 'deng', 'qiu']"
VE05000106,乒乓球,1618448900511T0604VE05000106VE010061618449033069,哦,,,,1,0,好,['hao']
VE05000106,乒乓球,1618451101330T0501VE05000106VE010061618451243476,嗯 排球,,,,5,0,嗯排球,"['en', 'pai', 'qiu']"
VE05000106,乒乓球,1618451426336T0602VE05000106VE010061618451526670,乒乓球掰,,,,3,1,,['']
VE05000106,乒乓球,1618452740249T0604VE05000106VE010061618452866266,乒乓球拍,,,1,5,1,乒乓球拍,"['ping', 'pang', 'qiu', 'pai']"
VE05000106,乒乓球,1618453029145T0602VE05000106VE010061618453129924,棒球,,,,3,0,大球,"['da', 'qiu']"
VE05000106,乒乓球,1618453584002T0602VE05000106VE010061618453705926,一个菜刀,,,1,4,0,一个菜刀,"['yi', 'ge', 'cai', 'dao']"
VE05000106,乒乓球,1618454475187T0501VE05000106VE010061618454614409,一大,,,,2,0,你打,"['ni', 'da']"
VE05000106,乒乓球,1618455677099T0604VE05000106VE010061618455787413,这是 拍子,,,1,4,0,这是，牌子,"['zhe', 'shi', 'pai', 'zi']"
VE05000107,毛笔,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE05000107,毛笔,1341T0602VE05000107VE00318,毛笔字,,,1,4,0,有品质,"['you', 'pin', 'zhi']"
VE05000107,毛笔,1343T0501VE05000107VE00318,这个,,,1,4,0,这个,"['zhe', 'ge']"
VE05000107,毛笔,1344T0604VE05000107VE00318,毛笔,,,1,5,1,,['']
VE05000107,毛笔,1618189717760T0602VE05000107VE003181618189853364,毛笔,,,1,5,1,毛笔,"['mao', 'bi']"
VE05000107,毛笔,1618191717238T0604VE05000107VE003181618191870289,这个是写完字的,,,1,4,0,这个是小娃子的,"['zhe', 'ge', 'shi', 'xiao', 'wa', 'zi', 'de']"
VE05000107,毛笔,1618193100995T0604VE05000107VE003181618193270796,是毛笔,,,1,5,1,这不是毛笔,"['zhe', 'bu', 'shi', 'mao', 'bi']"
VE05000107,毛笔,1618193735771T0602VE05000107VE003181618193842634,毛笔 ,,,1,5,1,毛笔,"['mao', 'bi']"
VE05000107,毛笔,1618196018573T0602VE05000107VE003181618196185104,毛笔,,,1,5,1,毛笔,"['mao', 'bi']"
VE05000107,毛笔,1618275960253T0604VE05000107VE003181618276114893,笔,,,1,5,0,比,['bi']
VE05000107,毛笔,1618277350113T0501VE05000107VE003181618277528743,这是毛笔,,,,5,1,这是毛笔,"['zhe', 'shi', 'mao', 'bi']"
VE05000107,毛笔,1618279667480T0602VE05000107VE003181618279807185,毛笔,,,1,5,1,毛笔,"['mao', 'bi']"
